window,method,backbone,seed,alpha,threshold,validation_fpr,test_fpr,violation_ratio,seen_precision,seen_recall,seen_f1,seen_tp,ood_precision,ood_recall,ood_f1,ood_tp,false_positives
1m,ours,sage,3,0.001,0.991503655910492,0.0009827372012386,0.0012794125827446,1.279412582744618,0.5740740740740741,0.5636363636363636,0.5688073394495413,93,0.0142857142857142,0.0005605381165919,0.0010787486515641,1,69
1m,ours,sage,3,0.01,0.7987069487571717,0.0099942519144833,0.0099942519144833,0.999425191448332,0.2073529411764706,0.8545454545454545,0.3337278106508876,141,0.276510067114094,0.1154708520179372,0.1629102412020561,206,539
1m,ours,sage,3,0.05,0.2072537243366241,0.0499898017837607,0.0500825128404813,1.001650256809627,0.0546027301365068,0.9454545454545454,0.1032428855062872,156,0.2707883369330454,0.5622197309417041,0.3655247813411079,1003,2701
1m,ours,sage,4,0.001,0.9904969930648804,0.0009827372012386,0.0011681593146798,1.1681593146798688,0.6358381502890174,0.6666666666666666,0.650887573964497,110,0.015625,0.0005605381165919,0.001082251082251,1,63
1m,ours,sage,4,0.01,0.6912010312080384,0.0099942519144833,0.0095492388422243,0.9549238842224322,0.2208774583963691,0.8848484848484849,0.3535108958837772,146,0.3618339529120198,0.163677130044843,0.2253956001543805,292,515
1m,ours,sage,4,0.05,0.1478571444749832,0.0499898017837607,0.0493964510207487,0.9879290204149748,0.0553191489361702,0.9454545454545454,0.1045226130653266,156,0.2745098039215686,0.5650224215246636,0.3695014662756598,1008,2664
5m,base,gat,0,0.001,0.9999648332595826,0.000981244217668,0.0012895991028875,1.2895991028875806,0.2203389830508474,0.25,0.2342342342342342,13,0.0,0.0,0.0,0,46
5m,base,gat,0,0.01,0.980443298816681,0.0099806554711374,0.0109335576114381,1.0933557611438185,0.1034482758620689,0.8653846153846154,0.1848049281314168,45,0.2215568862275449,0.2251521298174442,0.2233400402414486,111,390
5m,base,gat,0,0.05,0.1641307026147842,0.0499873840029157,0.049341183067003,0.9868236613400616,0.0270867882808181,0.9423076923076924,0.0526598602901665,49,0.2028985507246377,0.9087221095334684,0.3317289892632358,448,1760
5m,base,gat,1,0.001,0.999883770942688,0.000981244217668,0.0011774600504625,1.1774600504625734,0.2758620689655172,0.3076923076923077,0.2909090909090909,16,0.0,0.0,0.0,0,42
5m,base,gat,1,0.01,0.9479384422302248,0.0099806554711374,0.0102887580599943,1.0288758059994394,0.1092233009708737,0.8653846153846154,0.1939655172413793,45,0.2385892116182572,0.2332657200811359,0.2358974358974359,115,367
5m,base,gat,1,0.05,0.155340850353241,0.0499873840029157,0.056349873843566,1.1269974768713205,0.024745269286754,0.9807692307692308,0.048272598201609,51,0.1937424789410348,0.9797160243407708,0.3235097119892833,483,2010
5m,base,gat,2,0.001,0.9999710321426392,0.000981244217668,0.0011774600504625,1.1774600504625734,0.2631578947368421,0.2884615384615384,0.2752293577981651,15,0.0,0.0,0.0,0,42
5m,base,gat,2,0.01,0.9853675365448,0.0099806554711374,0.0097000280347631,0.9700028034763106,0.0918635170603674,0.6730769230769231,0.161662817551963,35,0.218961625282167,0.1967545638945233,0.2072649572649572,97,346
5m,base,gat,2,0.05,0.2137878984212875,0.0499873840029157,0.0465377067563779,0.930754135127558,0.0281030444964871,0.9230769230769232,0.0545454545454545,48,0.2125237191650854,0.9087221095334684,0.344482891195694,448,1660
5m,base,gat,3,0.001,0.9999836683273317,0.000981244217668,0.0012895991028875,1.2895991028875806,0.2203389830508474,0.25,0.2342342342342342,13,0.0,0.0,0.0,0,46
5m,base,gat,3,0.01,0.9767284393310548,0.0099806554711374,0.0099803756658256,0.9980375665825624,0.094147582697201,0.7115384615384616,0.1662921348314607,37,0.1623529411764706,0.1399594320486815,0.1503267973856209,69,356
5m,base,gat,3,0.05,0.1570553481578827,0.0499873840029157,0.0513036164844407,1.026072329688814,0.0260777009047365,0.9423076923076924,0.0507509062661833,49,0.2088197146562905,0.9797160243407708,0.3442622950819672,483,1830
5m,base,gat,4,0.001,0.999347507953644,0.000981244217668,0.0011494252873563,1.1494252873563218,0.3050847457627119,0.3461538461538461,0.3243243243243243,18,0.0,0.0,0.0,0,41
5m,base,gat,4,0.01,0.9395606517791748,0.0099806554711374,0.0101766190075693,1.0176619007569383,0.1037037037037037,0.8076923076923077,0.1838074398249453,42,0.1768707482993197,0.1582150101419878,0.1670235546038544,78,363
5m,base,gat,4,0.05,0.2257880568504333,0.0499873840029157,0.0483880011213905,0.9677600224278105,0.0276056338028169,0.9423076923076924,0.053639846743295,49,0.195712954333644,0.8519269776876268,0.3183023872679045,420,1726
5m,base,gcn,0,0.001,0.9999859333038332,0.000981244217668,0.0008971124194,0.897112419400056,0.4385964912280701,0.4807692307692308,0.4587155963302752,25,0.0,0.0,0.0,0,32
5m,base,gcn,0,0.01,0.9548522233963014,0.0099806554711374,0.0088589851415755,0.8858985141575553,0.1246537396121883,0.8653846153846154,0.2179176755447942,45,0.3233404710920771,0.306288032454361,0.3145833333333333,151,316
5m,base,gcn,0,0.05,0.3942865431308747,0.0499873840029157,0.0498738435660218,0.9974768713204374,0.0268052516411378,0.9423076923076924,0.052127659574468,49,0.1779112754158965,0.7809330628803245,0.2898005269100489,385,1779
5m,base,gcn,1,0.001,0.9999792575836184,0.000981244217668,0.0008971124194,0.897112419400056,0.3725490196078431,0.3653846153846153,0.3689320388349514,19,0.0303030303030303,0.0020283975659229,0.0038022813688212,1,32
5m,base,gcn,1,0.01,0.958532750606537,0.0099806554711374,0.0088309503784693,0.8830950378469301,0.1176470588235294,0.8076923076923077,0.2053789731051344,42,0.2857142857142857,0.255578093306288,0.2698072805139186,126,315
5m,base,gcn,1,0.05,0.4920852184295655,0.0499873840029157,0.0480235492010092,0.9604709840201848,0.0272572402044293,0.9230769230769232,0.0529509100937672,48,0.1896877956480605,0.8133874239350912,0.3076332949750671,401,1713
5m,base,gcn,2,0.001,0.9999307394027712,0.000981244217668,0.0009812167087188,0.9812167087188112,0.396551724137931,0.4423076923076923,0.4181818181818181,23,0.054054054054054,0.0040567951318458,0.0075471698113207,2,35
5m,base,gcn,2,0.01,0.9659639596939088,0.0099806554711374,0.0090832632464255,0.9083263246425568,0.1123287671232876,0.7884615384615384,0.1966426858513189,41,0.3017241379310345,0.2839756592292089,0.2925809822361546,140,324
5m,base,gcn,2,0.05,0.4939197301864624,0.0499873840029157,0.0473787496495654,0.9475749929913092,0.0281771132834962,0.9423076923076924,0.0547180346175321,49,0.1882804995196926,0.795131845841785,0.3044660194174757,392,1690
5m,base,gcn,3,0.001,0.99993634223938,0.000981244217668,0.0009251471825063,0.9251471825063078,0.4210526315789473,0.4615384615384615,0.4403669724770642,24,0.0294117647058823,0.0020283975659229,0.0037950664136622,1,33
5m,base,gcn,3,0.01,0.9371427893638612,0.0099806554711374,0.008690776562938,0.8690776562938042,0.1242937853107344,0.8461538461538461,0.2167487684729064,44,0.3111111111111111,0.2839756592292089,0.2969247083775185,140,310
5m,base,gcn,3,0.05,0.4019279778003693,0.0499873840029157,0.0509952340902719,1.0199046818054387,0.0257096946973754,0.9230769230769232,0.0500260552371026,48,0.1791516245487364,0.8052738336713996,0.2930970837947582,397,1819
5m,base,gcn,4,0.001,0.9997436404228212,0.000981244217668,0.0009251471825063,0.9251471825063078,0.34,0.3269230769230769,0.3333333333333333,17,0.0294117647058823,0.0020283975659229,0.0037950664136622,1,33
5m,base,gcn,4,0.01,0.9500646591186525,0.0099806554711374,0.0089430894308943,0.8943089430894309,0.1114206128133704,0.7692307692307693,0.194647201946472,40,0.2799097065462754,0.2515212981744422,0.2649572649572649,124,319
5m,base,gcn,4,0.05,0.5338801741600038,0.0499873840029157,0.0488085225679843,0.976170451359686,0.0268306316377864,0.9230769230769232,0.0521455730581205,48,0.1939814814814814,0.8498985801217038,0.3158688277421786,419,1741
5m,base,gin,0,0.001,0.9435300827026368,0.000981244217668,0.0024670591533501,2.4670591533501542,0.1926605504587156,0.4038461538461538,0.2608695652173913,21,0.674074074074074,0.3691683569979716,0.4770642201834862,182,88
5m,base,gin,0,0.01,0.6507782936096193,0.0099806554711374,0.0156994673395009,1.569946733950098,0.0635451505016722,0.7307692307692307,0.1169230769230769,38,0.3700787401574803,0.6673427991886409,0.4761215629522431,329,560
5m,base,gin,0,0.05,0.2320273220539093,0.0499873840029157,0.064704233249229,1.2940846649845807,0.0187074829931972,0.8461538461538461,0.0366056572379367,44,0.1439169139465875,0.7870182555780934,0.2433364691125744,388,2308
5m,base,gin,1,0.001,0.9047698378562928,0.000981244217668,0.0047659097280627,4.765909728062798,0.15,0.5769230769230769,0.238095238095238,30,0.4444444444444444,0.2758620689655172,0.3404255319148936,136,170
5m,base,gin,1,0.01,0.5316185355186464,0.0099806554711374,0.0201850294365012,2.0185029436501263,0.0612777053455019,0.903846153846154,0.1147741147741147,47,0.2835820895522388,0.5780933062880325,0.3805073431241655,285,720
5m,base,gin,1,0.05,0.199461817741394,0.0499873840029157,0.0660779366414353,1.3215587328287075,0.0207727461570419,0.9615384615384616,0.0406669377795851,50,0.1305791220951678,0.718052738336714,0.2209737827715356,354,2357
5m,base,gin,2,0.001,0.965329706668854,0.000981244217668,0.0024670591533501,2.4670591533501542,0.2280701754385964,0.5,0.3132530120481928,26,0.5944700460829493,0.2616632860040568,0.3633802816901408,129,88
5m,base,gin,2,0.01,0.6289181709289552,0.0099806554711374,0.0164283711802635,1.6428371180263526,0.0698412698412698,0.8461538461538461,0.1290322580645161,44,0.2998805256869773,0.5091277890466531,0.3774436090225564,251,586
5m,base,gin,2,0.05,0.2171257734298706,0.0499873840029157,0.060246705915335,1.2049341183067002,0.0222929936305732,0.9423076923076924,0.0435555555555555,49,0.1274868047097036,0.6369168356997972,0.2124492557510149,314,2149
5m,base,gin,3,0.001,0.9823368787765504,0.000981244217668,0.0042612839921502,4.2612839921502665,0.146067415730337,0.5,0.2260869565217391,26,0.5264797507788161,0.3427991886409736,0.4152334152334152,169,152
5m,base,gin,3,0.01,0.7578646540641786,0.0099806554711374,0.017269414073451,1.726941407345108,0.0680786686838124,0.8653846153846154,0.126227208976157,45,0.3376344086021505,0.6369168356997972,0.4413211524947294,314,616
5m,base,gin,3,0.05,0.2149471491575241,0.0499873840029157,0.0597701149425287,1.1954022988505746,0.0229147571035747,0.9615384615384616,0.0447627573858549,50,0.1475409836065573,0.7484787018255578,0.2464929859719438,369,2132
5m,base,gin,4,0.001,0.9835212230682374,0.000981244217668,0.0019063638912251,1.906363891225119,0.2765957446808511,0.5,0.3561643835616438,26,0.6936936936936937,0.3123732251521298,0.4307692307692308,154,68
5m,base,gin,4,0.01,0.7066335678100587,0.0099806554711374,0.0169049621530698,1.6904962153069805,0.0680061823802163,0.8461538461538461,0.1258941344778254,44,0.3598726114649681,0.6876267748478702,0.4724738675958188,339,603
5m,base,gin,4,0.05,0.2781997919082642,0.0499873840029157,0.0626016260162601,1.2520325203252032,0.0214723926380368,0.9423076923076924,0.0419880034275921,49,0.1496572734196496,0.7971602434077079,0.252003847386983,393,2233
5m,base,sage,0,0.001,0.9948843121528628,0.000981244217668,0.0008690776562938,0.8690776562938043,0.515625,0.6346153846153846,0.5689655172413793,33,0.088235294117647,0.0060851926977687,0.0113851992409867,3,31
5m,base,sage,0,0.01,0.6716765165328981,0.0099806554711374,0.0092234370619568,0.9223437061956826,0.1296296296296296,0.9423076923076924,0.227906976744186,49,0.2606741573033708,0.2352941176470588,0.2473347547974413,116,329
5m,base,sage,0,0.05,0.0621312521398067,0.0499873840029157,0.049453322119428,0.9890664423885618,0.0286343612334801,1.0,0.0556745182012847,52,0.2003626473254759,0.896551724137931,0.3275287143386439,442,1764
5m,base,sage,1,0.001,0.9958972930908204,0.000981244217668,0.0008690776562938,0.8690776562938043,0.515625,0.6346153846153846,0.5689655172413793,33,0.0606060606060606,0.0040567951318458,0.0076045627376425,2,31
5m,base,sage,1,0.01,0.6845105290412904,0.0099806554711374,0.0096159237454443,0.961592374544435,0.125,0.9423076923076924,0.2207207207207207,49,0.2575757575757575,0.2413793103448276,0.2492146596858638,119,343
5m,base,sage,1,0.05,0.0659252032637596,0.0499873840029157,0.0530978413232408,1.0619568264648165,0.02672147995889,1.0,0.052052052052052,52,0.1940425531914893,0.924949290060852,0.3207879001055223,456,1894
5m,base,sage,2,0.001,0.9962343573570251,0.000981244217668,0.0007289038407625,0.7289038407625456,0.5517241379310345,0.6153846153846154,0.5818181818181818,32,0.1034482758620689,0.0060851926977687,0.0114942528735632,3,26
5m,base,sage,2,0.01,0.6894341707229615,0.0099806554711374,0.0093916456405943,0.9391645640594336,0.1276041666666666,0.9423076923076924,0.2247706422018348,49,0.2209302325581395,0.1926977687626775,0.2058504875406283,95,335
5m,base,sage,2,0.05,0.1232209056615829,0.0499873840029157,0.0473507148864592,0.947014297729184,0.0298678920160827,1.0,0.0580033463469046,52,0.2021728861596599,0.8681541582150102,0.3279693486590038,428,1689
5m,base,sage,3,0.001,0.9977566599845888,0.000981244217668,0.0008690776562938,0.8690776562938043,0.5079365079365079,0.6153846153846154,0.5565217391304348,32,0.0606060606060606,0.0040567951318458,0.0076045627376425,2,31
5m,base,sage,3,0.01,0.7346937060356141,0.0099806554711374,0.0089711241940005,0.897112419400056,0.1327913279132791,0.9423076923076924,0.2327790973871734,49,0.2540792540792541,0.2210953346855984,0.2364425162689804,109,320
5m,base,sage,3,0.05,0.1028543338179588,0.0499873840029157,0.0492570787776843,0.9851415755536864,0.0287451630735212,1.0,0.0558839333691563,52,0.2053369516056083,0.920892494929006,0.3357988165680473,454,1757
5m,base,sage,4,0.001,0.9953174591064454,0.000981244217668,0.0008690776562938,0.8690776562938043,0.515625,0.6346153846153846,0.5689655172413793,33,0.088235294117647,0.0060851926977687,0.0113851992409867,3,31
5m,base,sage,4,0.01,0.5801764726638795,0.0099806554711374,0.0099803756658256,0.9980375665825624,0.1209876543209876,0.9423076923076924,0.2144420131291028,49,0.2260869565217391,0.2109533468559837,0.2182581322140608,104,356
5m,base,sage,4,0.05,0.0489202849566936,0.0499873840029157,0.047995514437903,0.95991028875806,0.0289279636982416,0.9807692307692308,0.056198347107438,51,0.1920717319490325,0.8255578093306288,0.3116385911179173,407,1712
5m,ours,gat,0,0.001,0.995404362678528,0.000981244217668,0.0012895991028875,1.2895991028875806,0.3611111111111111,0.5,0.4193548387096774,26,0.1785714285714285,0.0202839756592292,0.0364298724954462,10,46
5m,ours,gat,0,0.01,0.8308865427970887,0.0099806554711374,0.0090832632464255,0.9083263246425568,0.1266846361185983,0.903846153846154,0.2222222222222222,47,0.2534562211981567,0.2231237322515213,0.2373247033441208,110,324
5m,ours,gat,0,0.05,0.2290987372398376,0.0499873840029157,0.048331931595178,0.9666386319035604,0.0287323943661971,0.9807692307692308,0.0558292282430213,51,0.1913696060037523,0.8275862068965517,0.3108571428571428,408,1724
5m,ours,gat,1,0.001,0.9947553873062136,0.000981244217668,0.0010372862349313,1.0372862349313148,0.4393939393939394,0.5576923076923077,0.4915254237288136,29,0.0512820512820512,0.0040567951318458,0.0075187969924812,2,37
5m,ours,gat,1,0.01,0.7723193168640138,0.0099806554711374,0.0091954022988505,0.9195402298850576,0.1253333333333333,0.903846153846154,0.2201405152224824,47,0.29004329004329,0.2718052738336714,0.2806282722513089,134,328
5m,ours,gat,1,0.05,0.1619701087474823,0.0499873840029157,0.0496776002242781,0.993552004485562,0.0285087719298245,1.0,0.0554371002132196,52,0.1871559633027523,0.8275862068965517,0.3052749719416386,408,1772
5m,ours,gat,2,0.001,0.9967114925384524,0.000981244217668,0.0007289038407625,0.7289038407625456,0.4347826086956521,0.3846153846153846,0.4081632653061224,20,0.0714285714285714,0.0040567951318458,0.0076775431861804,2,26
5m,ours,gat,2,0.01,0.8732469081878663,0.0099806554711374,0.0099523409027193,0.9952340902719372,0.119106699751861,0.9230769230769232,0.210989010989011,48,0.144578313253012,0.1217038539553752,0.13215859030837,60,355
5m,ours,gat,2,0.05,0.1963531225919723,0.0499873840029157,0.0485001401738155,0.9700028034763104,0.0291806958473625,1.0,0.0567066521264994,52,0.1908325537885874,0.8275862068965517,0.3101482326111744,408,1730
5m,ours,gat,3,0.001,0.9968231916427612,0.0009532086685917,0.0009812167087188,0.9812167087188112,0.453125,0.5576923076923077,0.5,29,0.0277777777777777,0.0020283975659229,0.0037807183364839,1,35
5m,ours,gat,3,0.01,0.8588898777961732,0.0099806554711374,0.009139332772638,0.9139332772638072,0.1306666666666666,0.9423076923076924,0.2295081967213114,49,0.3333333333333333,0.3306288032454361,0.3319755600814664,163,326
5m,ours,gat,3,0.05,0.1956909149885178,0.0499873840029157,0.0492010092514718,0.9840201850294364,0.0287769784172661,1.0,0.0559440559440559,52,0.188626907073509,0.8275862068965517,0.3072289156626506,408,1755
5m,ours,gat,4,0.001,0.9968547821044923,0.000981244217668003,0.0009812167087188113,0.9812167087188113,0.46153846153846156,0.5769230769230769,0.5128205128205128,30,0.125,0.010141987829614604,0.01876172607879925,5,35
5m,ours,gat,4,0.01,0.8513659834861756,0.009980655471137401,0.009223437061956826,0.9223437061956826,0.1273209549071618,0.9230769230769231,0.22377622377622378,48,0.2847826086956522,0.2657200811359026,0.27492130115424973,131,329
5m,ours,gat,4,0.05,0.19336394965648654,0.0499873840029157,0.04830389683207177,0.9660779366414354,0.029295774647887324,1.0,0.05692391899288451,52,0.1914594087282966,0.8275862068965517,0.31097560975609756,408,1723
5m,ours,gcn,0,0.001,0.9970940351486208,0.000981244217668,0.0008971124194,0.897112419400056,0.4385964912280701,0.4807692307692308,0.4587155963302752,25,0.0303030303030303,0.0020283975659229,0.0038022813688212,1,32
5m,ours,gcn,0,0.01,0.8006585240364076,0.0099806554711374,0.0096719932716568,0.9671993271656856,0.1198979591836734,0.903846153846154,0.2117117117117117,47,0.2930327868852459,0.2900608519269776,0.291539245667686,143,345
5m,ours,gcn,0,0.05,0.1415664851665497,0.0499873840029157,0.0489767311466218,0.9795346229324362,0.0289049471928849,1.0,0.0561858454889249,52,0.2109304426377597,0.947261663286004,0.3450314000738825,467,1747
5m,ours,gcn,1,0.001,0.9966835379600526,0.000981244217668,0.0009812167087188,0.9812167087188112,0.4262295081967213,0.5,0.4601769911504424,26,0.0789473684210526,0.0060851926977687,0.0112994350282485,3,35
5m,ours,gcn,1,0.01,0.7693821787834169,0.0099806554711374,0.0093355761143818,0.9335576114381834,0.1213720316622691,0.8846153846153846,0.2134570765661252,46,0.3018867924528302,0.2920892494929006,0.2969072164948453,144,333
5m,ours,gcn,1,0.05,0.1439320147037506,0.0499873840029157,0.0486122792262405,0.9722455845248108,0.0291153415453527,1.0,0.0565832426550598,52,0.1931130758492322,0.8417849898580122,0.3141559424678274,415,1734
5m,ours,gcn,2,0.001,0.9948478937149048,0.000981244217668,0.0009251471825063,0.9251471825063078,0.3653846153846153,0.3653846153846153,0.3653846153846153,19,0.0833333333333333,0.0060851926977687,0.0113421550094517,3,33
5m,ours,gcn,2,0.01,0.8024443984031678,0.0099806554711374,0.0093355761143818,0.9335576114381834,0.1096256684491978,0.7884615384615384,0.1924882629107981,41,0.2745098039215686,0.255578093306288,0.2647058823529412,126,333
5m,ours,gcn,2,0.05,0.1429818123579025,0.0499873840029157,0.048780487804878,0.975609756097561,0.0257558790593505,0.8846153846153846,0.0500544069640914,46,0.2123132639203259,0.95131845841785,0.3471502590673575,469,1740
5m,ours,gcn,3,0.001,0.9946802258491516,0.000981244217668,0.0008690776562938,0.8690776562938043,0.4918032786885246,0.5769230769230769,0.5309734513274337,30,0.088235294117647,0.0060851926977687,0.0113851992409867,3,31
5m,ours,gcn,3,0.01,0.7822036743164064,0.0099806554711374,0.0094477151668068,0.944771516680684,0.1223958333333333,0.903846153846154,0.2155963302752293,47,0.2935010482180293,0.2839756592292089,0.2886597938144329,140,337
5m,ours,gcn,3,0.05,0.1317851990461349,0.0499873840029157,0.0495093916456405,0.990187832912812,0.0286028602860286,1.0,0.055614973262032,52,0.2091356918943125,0.947261663286004,0.342626559060895,467,1766
5m,ours,gcn,4,0.001,0.995577931404114,0.000981244217668,0.0012895991028875,1.2895991028875806,0.3235294117647059,0.4230769230769231,0.3666666666666666,22,0.0416666666666666,0.0040567951318458,0.0073937153419593,2,46
5m,ours,gcn,4,0.01,0.8308711647987367,0.0099806554711374,0.008690776562938,0.8690776562938042,0.1340782122905028,0.9230769230769232,0.2341463414634146,48,0.3246187363834422,0.3022312373225152,0.3130252100840336,149,310
5m,ours,gcn,4,0.05,0.188197135925293,0.0499873840029157,0.0478833753854779,0.95766750770956,0.0295454545454545,1.0,0.0573951434878587,52,0.1928166351606805,0.8275862068965517,0.3127635109237255,408,1708
5m,ours,gin,0,0.001,0.9900420904159548,0.000981244217668,0.0009251471825063,0.9251471825063078,0.45,0.5192307692307693,0.4821428571428571,27,0.1538461538461538,0.0121703853955375,0.0225563909774436,6,33
5m,ours,gin,0,0.01,0.4245577454566956,0.0099806554711374,0.0116624614522007,1.166246145220073,0.0897155361050328,0.7884615384615384,0.1611001964636542,41,0.2352941176470588,0.2596348884381338,0.2468659594985535,128,416
5m,ours,gin,0,0.05,0.0101221138611435,0.0499593484538394,0.0484721054107092,0.9694421082141856,0.0253664036076662,0.8653846153846154,0.0492880613362541,45,0.1961878196187819,0.8559837728194726,0.3192133131618759,422,1729
5m,ours,gin,1,0.001,0.9972894191741944,0.000981244217668,0.0010933557611438,1.0933557611438185,0.4,0.5,0.4444444444444444,26,0.048780487804878,0.0040567951318458,0.0074906367041198,2,39
5m,ours,gin,1,0.01,0.5889127254486085,0.0099806554711374,0.0093916456405943,0.9391645640594336,0.1090425531914893,0.7884615384615384,0.1915887850467289,41,0.3006263048016701,0.2920892494929006,0.2962962962962963,144,335
5m,ours,gin,1,0.05,0.0046348473988473,0.0499873840029157,0.0496495654611718,0.9929913092234368,0.0247797356828193,0.8653846153846154,0.0481798715203426,45,0.1953657428441617,0.8722109533468559,0.3192279138827023,430,1771
5m,ours,gin,2,0.001,0.9887619614601136,0.000981244217668,0.0007289038407625,0.7289038407625456,0.5185185185185185,0.5384615384615384,0.5283018867924528,28,0.2121212121212121,0.0141987829614604,0.026615969581749,7,26
5m,ours,gin,2,0.01,0.4371518790721894,0.0099806554711374,0.0111858704793944,1.1185870479394449,0.0869565217391304,0.7307692307692307,0.1554192229038855,38,0.3225806451612903,0.385395537525355,0.3512014787430684,190,399
5m,ours,gin,2,0.05,0.0126801347360014,0.0499873840029157,0.048668348752453,0.9733669750490608,0.0247191011235955,0.8461538461538461,0.0480349344978165,44,0.1834430856067732,0.7910750507099391,0.2978235967926689,390,1736
5m,ours,gin,3,0.001,0.9950919151306152,0.000981244217668,0.0011774600504625,1.1774600504625734,0.4473684210526316,0.6538461538461539,0.53125,34,0.1063829787234042,0.0101419878296146,0.0185185185185185,5,42
5m,ours,gin,3,0.01,0.424347996711731,0.0099806554711374,0.0119428090832632,1.1942809083263246,0.0936170212765957,0.8461538461538461,0.1685823754789272,44,0.2310469314079422,0.2596348884381338,0.2445081184336198,128,426
5m,ours,gin,3,0.05,0.0183887314051389,0.0499873840029157,0.0471264367816091,0.942528735632184,0.0288850375505488,0.9615384615384616,0.0560852495793606,50,0.1595,0.6470588235294118,0.2559165663858804,319,1681
5m,ours,gin,4,0.001,0.979227125644684,0.000981244217668,0.00112139052425,1.12139052425007,0.4520547945205479,0.6346153846153846,0.528,33,0.4029850746268656,0.0547667342799188,0.0964285714285714,27,40
5m,ours,gin,4,0.01,0.5485969185829164,0.0099806554711374,0.0113540790580319,1.1354079058031958,0.0857787810383747,0.7307692307692307,0.1535353535353535,38,0.3928035982008995,0.5314401622718052,0.4517241379310345,262,405
5m,ours,gin,4,0.05,0.0065608699806034,0.0499873840029157,0.0481637230165405,0.9632744603308102,0.0249716231555051,0.8461538461538461,0.0485115766262403,44,0.2071988924780803,0.9107505070993914,0.337593984962406,449,1718
5m,ours,sage,0,0.001,0.995984435081482,0.000981244217668,0.0006167647883375,0.6167647883375386,0.5217391304347826,0.4615384615384615,0.4897959183673469,24,0.0833333333333333,0.0040567951318458,0.0077369439071566,2,22
5m,ours,sage,0,0.01,0.73442280292511,0.0099806554711374,0.0111298009531819,1.1129800953181943,0.1098654708520179,0.9423076923076924,0.1967871485943775,49,0.2306201550387596,0.2413793103448276,0.2358771060455897,119,397
5m,ours,sage,0,0.05,0.0841428562998771,0.0499873840029157,0.0496776002242781,0.993552004485562,0.0285087719298245,1.0,0.0554371002132196,52,0.2124444444444444,0.969574036511156,0.3485235144002916,478,1772
5m,ours,sage,1,0.001,0.9948568344116212,0.000981244217668,0.000784973366975,0.784973366975049,0.4909090909090909,0.5192307692307693,0.5046728971962616,27,0.0344827586206896,0.0020283975659229,0.003831417624521,1,28
5m,ours,sage,1,0.01,0.6981609463691713,0.0099806554711374,0.0108774880852256,1.087748808522568,0.1121281464530892,0.9423076923076924,0.2004089979550102,49,0.2651515151515151,0.2839756592292089,0.2742409402546523,140,388
5m,ours,sage,1,0.05,0.0919875279068947,0.0499873840029157,0.0508270255116344,1.0165405102326883,0.0273605150214592,0.9807692307692308,0.0532359081419624,51,0.2044756472136902,0.9452332657200812,0.3362193362193362,466,1813
5m,ours,sage,2,0.001,0.9941868782043458,0.000981244217668,0.0007289038407625,0.7289038407625456,0.543859649122807,0.5961538461538461,0.5688073394495413,31,0.037037037037037,0.0020283975659229,0.0038461538461538,1,26
5m,ours,sage,2,0.01,0.7457877397537233,0.0099806554711374,0.0106251752172694,1.0625175217269414,0.1124121779859484,0.9230769230769232,0.2004175365344467,48,0.2697495183044316,0.2839756592292089,0.2766798418972332,140,379
5m,ours,sage,2,0.05,0.1090928241610527,0.0499873840029157,0.0474628539388842,0.9492570787776844,0.0297994269340974,1.0,0.0578742348358375,52,0.2151135836810384,0.9411764705882352,0.350188679245283,464,1693
5m,ours,sage,3,0.001,0.996181845664978,0.000981244217668,0.0005326604990187,0.5326604990187833,0.5581395348837209,0.4615384615384615,0.5052631578947369,24,0.05,0.0020283975659229,0.0038986354775828,1,19
5m,ours,sage,3,0.01,0.7815281748771669,0.0099806554711374,0.0100364451920381,1.0036445192038126,0.1182266009852216,0.9230769230769232,0.2096069868995633,48,0.2217391304347826,0.2068965517241379,0.2140608604407135,102,358
5m,ours,sage,3,0.05,0.104148730635643,0.0499873840029157,0.049116904962153,0.9823380992430614,0.0288248337028824,1.0,0.0560344827586206,52,0.2122302158273381,0.9574036511156186,0.347442031652558,472,1752
5m,ours,sage,4,0.001,0.9952731728553772,0.000981244217668,0.0007569386038687,0.7569386038687973,0.5423728813559322,0.6153846153846154,0.5765765765765766,32,0.0357142857142857,0.0020283975659229,0.0038387715930902,1,27
5m,ours,sage,4,0.01,0.7417298555374147,0.0099806554711374,0.0105691056910569,1.056910569105691,0.1108490566037735,0.903846153846154,0.1974789915966386,47,0.2777777777777778,0.2941176470588235,0.2857142857142857,145,377
5m,ours,sage,4,0.05,0.0674696937203407,0.0499873840029157,0.0506307821698906,1.0126156433978133,0.0264150943396226,0.9423076923076924,0.0513896171997902,49,0.2047556142668428,0.9432048681541582,0.3364688856729377,465,1806
